App,Review,Rating,Date,Price (?)
Ola,drivers charge by meter not by what ola mentions,1,2026-03-30 00:00:00,73
Ola,GOOD good driver Sourabh Chaudhari up81 GT 4648 good driver very very good,5,2026-03-30 00:00:00,189
Ola,"Hello team, Please enable some options to raise queries for payment related issues, because that automated options doesn't help much. Even after sending mail to the given mail id issues doesn't resolve, also enable the option to change the payment mode in between ride",1,2026-03-30 00:00:00,272
Ola,rate high,3,2026-03-30 00:00:00,265
Ola,payment shown at the time of booking is different from payment to be paid at the destination after reaching,1,2026-03-30 00:00:00,257
Ola,Reliable services.,5,2026-03-30 00:00:00,119
Ola,DRIVERS DEMAND EXTRA AMOUNT ALMOST DOUBLE AMOUNT SHOWN IN THE APP MY REQUEST TO ALL THAT DON'T BOOK YOUR RIDES IN THIS APP CUSTOMER CARE NUMBERS ARE ALSO NOT THERE TO CONTACT IMMEDIATELY,1,2026-03-30 00:00:00,208
Ola,"it doesnt provide cab when you need the most and other apps like uber are better and more functional. Even after 6 tries to get a cab, i couldnt",1,2026-03-30 00:00:00,91
Ola,nice service,5,2026-03-30 00:00:00,240
Ola,worst experience with ola driver's,1,2026-03-30 00:00:00,225
Ola,"you won't get the service you pay for, they will charge you for ac cab and switch ac to non-ac...then refuse to refund the difference, very sneaky and disappointing.",1,2026-03-30 00:00:00,138
Ola,Doesn't accept passengers who live in Vietnam - why?,1,2026-03-30 00:00:00,67
Ola,nonsense service.....drivers cancels in midway the rides,1,2026-03-30 00:00:00,293
Ola,pleasant person,5,2026-03-30 00:00:00,161
Ola,worst app better no to install or use this app for the fare of 239 they took 319 at morning 5: 00 is this the way they help customers .... really worst,1,2026-03-30 00:00:00,274
Ola,it was displayed rs. 444 while final cost comes Rs. 506,1,2026-03-29 00:00:00,220
Ola,ola is not gud app ek to esme cab book krte time hamesa extra fare add krne ko kehte h or book hone ke baad sabhi driver ya to ane se mna kr dete h ya extra fare mangte h hmesa esme YHI hota h wait krte rho kr driver ane se mna kr deta h,1,2026-03-29 00:00:00,245
Ola,good work Ola team ????,5,2026-03-29 00:00:00,240
Ola,"The booking amount for today was 137 rupees, but this driver charged me 160 rupees. Why don't you impose penalties on these individuals when they charge customers extra?",1,2026-03-29 00:00:00,98
Ola,xselent pickup sarvice,5,2026-03-29 00:00:00,141
Ola,ok,5,2026-03-29 00:00:00,60
Ola,akshya Kumar swain from bhubaneswar auto driver really really very good person...just can't believe such people r present now...God bless him,5,2026-03-29 00:00:00,187
Ola,no right time solved issues. because I have pay more time double money.,2,2026-03-29 00:00:00,88
Ola,Very good ?????? Nice trip,5,2026-03-29 00:00:00,236
Ola,no service I am delete app,1,2026-03-29 00:00:00,281
Ola,"This app can be relied upon to never be of service or aid, especially during dire circumstances. DO. NOT. USE. UNDER. ANY. PRETEXT.",1,2026-03-29 00:00:00,236
Ola,good driver behaviour is very good,5,2026-03-29 00:00:00,142
Ola,"worst interface, not able to cancel a ride....",1,2026-03-29 00:00:00,292
Ola,well behaved person,5,2026-03-29 00:00:00,131
Ola,Ola fraud karta hai koi payment dikhata Kuchh aur hai aur Leta Kuchh aur hai payment ka bahut Ishu Hai ola mein,1,2026-03-29 00:00:00,142
Ola,3rd class apl and 3rd class company,1,2026-03-29 00:00:00,69
Ola,nice and easy to use,5,2026-03-29 00:00:00,167
Ola,don't use ola all drivers demand extra money when we book cab or auto mere sath 3 din se yahi ho raha hai muje ola cab wala bola 100rs extra alag se dene honge pure cab wale auto wale wahi bolate hai ek to jaldi book nahi hota hai our hume cancellation charge laga diya jata hai help calling no. bhi available nahi hai chat option jisme kaam ka koi option nahi bs users ko cancellation charges laga bs ho gaya wo driver mene jb cab book ke wo 107 dikha raha tha but driver ne 200 de dijiye chalte hai,1,2026-03-29 00:00:00,249
Ola,satisfactory,5,2026-03-29 00:00:00,97
Ola,"I was booked a cab. but they stand one place only.. not came.. than called after ten minutes, I said going to railway station, so he was cancelled my trip. worst?? service",2,2026-03-29 00:00:00,82
Ola,excellent ride with sincere driver,5,2026-03-29 00:00:00,222
Ola,clean car good sound system nice behaviour,5,2026-03-29 00:00:00,169
Ola,most of the time drivers demand more money,3,2026-03-29 00:00:00,132
Ola,good boy,5,2026-03-29 00:00:00,106
Ola,"Excellent app, makes communication a breeze.",5,2026-03-29 00:00:00,191
Ola,worst always anytime whenever I book it does not come even though I update for higher prize when not able to provides rides for public why are you running this cheap,1,2026-03-29 00:00:00,218
Ola,why dwarka express way toll of 220 is not included in bills ..on booking time it shows only 368 and when ride completed driver charged 638 because he added toll money ..and why app is showing dwarka expressway rout when toll money is not included.. costs more money to costomer..Worst app ..,1,2026-03-29 00:00:00,286
Ola,"Permanently restricted for cancelling ONE ride, while your drivers cancel repeatedly without any consequences. Support has been useless for over a month. Same copy paste ""we're working on it"" replies everywhere, even on X. No resolution or accountability. I've used Ola since 2015 and spent lakhs on this app, and this is how loyal users are treated? Completely unacceptable. Im done chasing a resolution. Switching to Uber and Rapido permanently. Pathetic service and even worse customer support.",1,2026-03-29 00:00:00,159
Ola,vvv good,5,2026-03-29 00:00:00,90
Ola,worst app for ola ever I had seen,1,2026-03-29 00:00:00,259
Ola,on time,5,2026-03-29 00:00:00,208
Ola,never get u ride fast takes too long,1,2026-03-29 00:00:00,74
Ola,very comfortable,5,2026-03-29 00:00:00,128
Ola,good ride,5,2026-03-29 00:00:00,242
Ola,Dear OlaCabs i Booked ola in Chennai airport. Your persons asking 300 rs extra than the bill value. Bill value is 600 he asked myself 900.This is not a good sign for ola. To be honest Per km 18 to 20 is average. For 13 km 260 rs is the exact amount. Airport Toll charge will be 140. So the amount should be 400 only. One of the worst experience in Chennai airport. every person asking like this only. there is no customer support option in your app.,1,2026-03-29 00:00:00,258
Ola,Map and other details are not getting loaded when app opens,1,2026-03-29 00:00:00,159
Ola,they block me for no reason.....this is worst app which I had ever seen.....,1,2026-03-29 00:00:00,251
Ola,punctuality,5,2026-03-29 00:00:00,261
Ola,"There is no direct link/phone number to resolve the grievance. I once complained about wrong extra high charge taken by the Ola driver and never received it's resolution; whereas I had booked the taxi for South Delhi, it was showing Ghaziabad on the driver side of the Ola app and though he dropped me in South Delhi but took payment in cash for the Ghaziabad, which was almost the double the amount. It still remains a mystery to me. Many times the fare got changed after the ride was completed.",2,2026-03-29 00:00:00,147
Ola,Location accuracy is not precise Even after entering the correct and available address.,1,2026-03-29 00:00:00,275
Ola,all good,5,2026-03-29 00:00:00,122
Ola,very good service provide ...Happy customer,5,2026-03-29 00:00:00,110
Ola,much better and stable experience,4,2026-03-29 00:00:00,209
Ola,"Ola these days only listens to drivers. If we cancel the ride, they immediately charge us cancellation fees, but if a driver commits fraud or misbehaves, even after complaints no proper action is taken. Ola service is getting worse day by day. Very disappointing.",1,2026-03-29 00:00:00,85
Ola,Multiple cancelations by the drivers..,2,2026-03-29 00:00:00,259
Ola,It's Lovely,5,2026-03-28 00:00:00,100
Ola,valodaivar .,5,2026-03-28 00:00:00,250
Ola,worst customer support.. ola money does not work anywhere. no chat support available.web page not available. tried so many times to call customer care but call was not answered. I can't use my ola money anywhere. give me back my money.,1,2026-03-28 00:00:00,247
Ola,"Today I took a ride via ola cab. midway, the cab broke down. The driver of the cab told us to book a new ride and asked for the payment of the ride. I told him to pay half the amount then he started shouting. We spent 25 minutes on the road only because of the busy route. And that driver was not ready to go. his behaviour was very rude. He followed us for the full payment. it was late evening and my little daughter was also there with me. I was very scared. I had to pay 500 rupees to him.",1,2026-03-28 00:00:00,245
Ola,this aap is very useful,5,2026-03-28 00:00:00,216
Ola,bad very bad don't install and use this application,1,2026-03-28 00:00:00,226
Ola,very worst app,1,2026-03-28 00:00:00,119
Ola,Ultimate Experience,5,2026-03-28 00:00:00,189
Ola,very good ??,5,2026-03-28 00:00:00,165
Ola,I think don't deserve even 1 star driver is very impolite he was on a call through the ride and when asked to give attention to driving he gave back answers n ask to get out of the car UBER IS THE BEST,1,2026-03-28 00:00:00,176
Ola,very nice,5,2026-03-28 00:00:00,59
Ola,This is not worth it of one star rating also I typed the exact location and then it drops me on to place which is far more than the exact location and says that your ride is completed,1,2026-03-28 00:00:00,85
Ola,good service ??,5,2026-03-28 00:00:00,111
Ola,Your drivers are asking more money after getting Otp,1,2026-03-28 00:00:00,78
Ola,"NON CUSTOMER CENTRIC: we do not have any option to contact the support centre no chat support, no email support, no toll free number... I don't know why people give a 5 star rating for a non customer centric app. I linked my credit card, booked the cab, I was supposed to pay for my ride during the ride, I did not see the option to pay, I wanted to reach the customer care, no option to reach customer care, the ride ended, I have paid in cash (which was troubled me since not planned)",1,2026-03-28 00:00:00,160
Ola,One of the best rides and driver. I must have atleast 100 times but Gurpreet Singh is remarkable person. difficult to find such people. Thanks.,5,2026-03-28 00:00:00,217
Ola,zero rating Paisa refund nahi kiya bekar service don't buy,1,2026-03-28 00:00:00,214
Ola,Never depend on this app / service especially when you have scheduled a ride. They will never come and you will be stranded.. Use Uber instead they are costly but reliable... Next time I will never make a mistake of booking via Ola.,1,2026-03-28 00:00:00,168
Ola,"A ""big scam"" is going on please be Aware !!!",1,2026-03-28 00:00:00,191
Ola,too many update and too little value,2,2026-03-28 00:00:00,242
Ola,"GALTI SE BHI MAT LENA OLA ELECTRIC, WORST COMPANY, WORST SERVICE",1,2026-03-28 00:00:00,194
Ola,"He consistently follows safe driving practices and shows a high level of responsibility. His communication skills are very good, making coordination smooth and efficient.",3,2026-03-28 00:00:00,191
Ola,Actually I selected Destination as shoping complex.Price shown was Rs.284. we are 3 Adults and 02 Children. Driver said that Rs.284 was only for 3 personnel & Rs.160 To be Paid extra for other 02 Children. I reached nearby Shoping Complex at 3.57 PM the same trip was showing in my app.Now Driver updated the location in other place as Charminar Nursery I don't know where is that location. Now he get charge Total Rs.284+100+60 in piecemeal. How ever I give him 5 star Only for his perfect driving.,5,2026-03-28 00:00:00,188
Ola,"Even I driver loots you, ola will say we can't do anything, it's between you and driver. Consumer forum need to decide the accountability of ola.",1,2026-03-28 00:00:00,72
Ola,Drivers demanding extra charges,3,2026-03-28 00:00:00,190
Ola,scamer,5,2026-03-28 00:00:00,249
Ola,ok Nice,5,2026-03-28 00:00:00,126
Ola,price so high,1,2026-03-28 00:00:00,201
Ola,This app is so useless that it does not accept the ride. it takes alot of time to accept the ride that the person goes to his home by walk and even then the ride will not be accepted..,1,2026-03-28 00:00:00,137
Ola,you are all not supported for ola driver ola driver amount is so low please give increase the amount for per km rs 25 for Ola,1,2026-03-28 00:00:00,159
Ola,good driving,5,2026-03-28 00:00:00,296
Ola,1 star for charging 75 late fee in Ola Money for mere < 500 rs paid late by a week,1,2026-03-28 00:00:00,103
Ola,while booking it goes to full screen and does not allow back to go to the home screen.,1,2026-03-28 00:00:00,119
Ola,great,5,2026-03-28 00:00:00,152
Ola,Don't Buy OLA electric scooter. Most Cheater in India,1,2026-03-28 00:00:00,264
Ola,good ??,5,2026-03-28 00:00:00,58
Ola,froud app,1,2026-03-28 00:00:00,108
Ola,supar,5,2026-03-28 00:00:00,256
Ola,"I’m facing a recurring issue with Ola bookings. Drivers frequently call and ask for extra money beyond the app fare, and cancel the ride if I refuse. Yesterday, for an airport trip (fare ~?800), multiple drivers demanded ?1500–?2000 or asked me to cancel and pay them directly, even after arriving. This is highly inconvenient. Please take strict action and ensure drivers follow app pricing.",1,2026-03-28 00:00:00,64
Ola,"Ola estimate 178 however later price increases 193. This is worst. Ila driver always demanding for cash, If we add ola money, driver denying the ride. Drivers can cancel their ride, ola increased fare for which customer paying additional money. In short, ola and ola driver are together making us fool. Zero star services. There is no way to raise proper concerns. Day by day ola becoming poor ola. 2 I tried after a long time however same sort of experience - Ola need improvement in all areas.",1,2026-03-28 00:00:00,120
Ola,useless app,1,2026-03-28 00:00:00,280
Ola,"??? ???? ???????? ???, ?????? 10:00 ????? ???? ???? ??????? ??????? ??? ???? ????? ?????????? ???? ?????? ????????? ???? ???? ????? ????. very dangerous app,",1,2026-03-28 00:00:00,123
Ola,"This is a very poor app. When we enter one pickup location, the rider is shown a different location. Then the rider asks for extra payment. Honestly, this app is very bad compared to other apps.",1,2026-03-27 00:00:00,159
Ola,riders take too much time..,1,2026-03-27 00:00:00,216
Ola,"“Absolutely terrible service by ola. They never provide drivers on time, no matter how early you book. It’s completely unreliable and frustrating. What’s the point of booking in advance if the driver shows up late or cancels last minute? This app wastes time and ruins plans. Highly disappointed — not recommended at all",1,2026-03-27 00:00:00,81
Ola,"Awesome experience always, thanks Ola",5,2026-03-27 00:00:00,189
Ola,"Fraud people are maintaining this app in Bangalore ,his name is Azah Pasha.he is an auto driver.i raised a complaint but Ola customer care didn't respond to my mail.",1,2026-03-27 00:00:00,176
Ola,awesome,5,2026-03-27 00:00:00,246
Ola,It's good service,5,2026-03-27 00:00:00,300
Ola,starting price showing less. after trip end showing 150 to 200 rupees extra. also there was no delays in between by customer. multiple times same problem I faced with ola. uber is better than ola. they will not increase price most of the cases.,1,2026-03-27 00:00:00,216
Ola,koi support nhi hai inke driver ne batmizi kri or inki trf se compromised msg or mails hai na customer support mil raha hai na driver k against koi action lete hue dikh rhe hai mtlb banda kahi mar jae cut jae pr inse contact nhi ho paega. itni bekar application hai ki jitne review dekhe single star hai,1,2026-03-27 00:00:00,152
Ola,"Most of the drivers asking extra money , need to control",2,2026-03-27 00:00:00,154
Ola,iss not good app,1,2026-03-27 00:00:00,254
Ola,worst company,1,2026-03-27 00:00:00,130
Ola,good service in gujrat,3,2026-03-27 00:00:00,133
Ola,Back in business,5,2026-03-26 00:00:00,55
Ola,there is some issue in selecting time and AM PM unable to select AM. after reset sometime works sometime not. made round trip the payment details not clear about km travelled and time taken. Driver is good,4,2026-03-26 00:00:00,76
Ola,Ola has charged a cancellation penalty for me when the driver is the one who demanded extra cost and he is the one who asked me to cancel the ride... and when complaining ola is replying to me that this is acceptable in their policy... worst policy ever...worst experience ever...Never gonna use ola again,1,2026-03-26 00:00:00,72
Ola,price at the time of booking fare was rs. 316 but while reaching my destination fare changes to rs. 355. OLA is doing some kind of fraud in fare manipulation.,1,2026-03-26 00:00:00,243
Ola,Fast accurate,5,2026-03-26 00:00:00,231
Ola,If drivers are gonna charge extra whatever the distance be or whatever the fare be....i believe there's no point in showing the fare to public just to leave the final fare on mutual understanding which is always profitable for drivers and not for passengers....i believe ola should induce strict rules so that the SAID FARE is also the FINAL FARE hence saving the concerned citizens from unnecessary tension and loss.,1,2026-03-26 00:00:00,224
Ola,ola is great,5,2026-03-26 00:00:00,165
Ola,very good company,5,2026-03-26 00:00:00,229
Ola,bekar,1,2026-03-25 00:00:00,90
Ola,why i have to pay cancelation charge when no one accepted my ride,1,2026-03-25 00:00:00,276
Ola,excellent service,5,2026-03-25 00:00:00,175
Ola,my husband has book ola bike . and send sample pcs to another address he took he did not denied and he stolen our sample which was 20k not answering our call we requested to return we will extra money. no he is fraud I jave given complaint through also . so please guys think twice before booking.,1,2026-03-25 00:00:00,285
Ola,No AC in Cabs... Before booking details are not displayed to customers as well... Worst services by ola as always.. also with standard fare driver didn't accept ride. pathetic service with increased fare. cars are in outdated condition.,1,2026-03-25 00:00:00,174
Ola,safe journy,1,2026-03-25 00:00:00,224
Ola,takes more time for bookings,1,2026-03-25 00:00:00,174
Ola,average but better than other apps,4,2026-03-25 00:00:00,161
Ola,ab pahle ki tarah nahi raha ola ka service. koi bhi taxi nahi milti jab zarurat hoti hai,1,2026-03-25 00:00:00,91
Ola,Application is ok. But Auto Drivers are still asking Extra Amount. Its too bad..,4,2026-03-25 00:00:00,145
Ola,Not good as u r very cleaver I chose auto & clicked why u sent taxi ?there is no cancel ride in u r app.,1,2026-03-25 00:00:00,109
Ola,good drive,5,2026-03-25 00:00:00,125
Ola,Good ??,5,2026-03-25 00:00:00,221
Ola,Please add an option to change the driver rating. I was somehow not able to rate the driver and then it showed 0 rating and was not able to edit it later. I felt very sorry as the driver and the whole experience was very good.,2,2026-03-25 00:00:00,208
Ola,drivers did not accept bookings even after adding extra tip waiting time is too long not recommended for emergency,2,2026-03-25 00:00:00,202
Ola,Best service,5,2026-03-25 00:00:00,140
Ola,"I am filing a serious complaint regarding the driver assigned to my trip. This was an extremely frustrating and unacceptable experience. The driver’s behavior was highly rude, disrespectful, and completely unprofessional. His way of speaking was harsh and inappropriate, showing zero regard for customer service standards. On top of that, he caused a significant delay without any proper communication or accountability. What is even more unacceptable is that he directly called me and asked me to",1,2026-03-25 00:00:00,290
Ola,It is a very bad experience to book ola cabs. I was waiting since half an hour for a cab and have added prime plus. but then also no cabs were showing available. It is a very very very bad experience for me to book a cab please work to upgrade on this tbings,1,2026-03-25 00:00:00,72
Ola,some times this app hank,3,2026-03-25 00:00:00,135
Ola,Nice one,5,2026-03-25 00:00:00,135
Ola,Auto Drivers are always demanding extra 50 rupees from the amount mentioned in booking,1,2026-03-25 00:00:00,291
Ola,"Terrible app , drivers keep cancelling my request and the ones who accept never reach my destination.",1,2026-03-25 00:00:00,141
Ola,Timely cabs not available on Friday,4,2026-03-25 00:00:00,278
Ola,"worst service app, not able to contact customer care... nor there's chat facility",1,2026-03-25 00:00:00,225
Ola,ola is the worst ..driver asked me to pay twice and said we can't do online payment so they want cash even though I paid online he didn't refund my cash nor the action was taken by ola inspite of giving complain again again in the app my one of the worst experience ever the first and the last time I am using ola to book cab and will recommend you guys to not to install this app,1,2026-03-25 00:00:00,164
Ola,thank you,4,2026-03-25 00:00:00,241
Ola,best price best service,5,2026-03-25 00:00:00,293
Ola,"bhekar app , in this app not showing customer support number or complaint options. actually I booked a ride from nallakunta to chandha nagar. ola rider mobile getting switched off . how can we contact to him now. there no any alternative options",1,2026-03-25 00:00:00,116
Ola,Third class service provider. It's now extended version of private yellow black old cabs with arrogant drivers. Cab condition is poor. Never come on time. Drivers cancel at time. The customer care is not existing leaving you at the mercy of driver who cancel the ride after confirming as Ola software keep on sending them new trips.,1,2026-03-25 00:00:00,245
Ola,not good,1,2026-03-25 00:00:00,115
Ola,"Worst experience, whenever I try to book a ride, the driver will confirm the ride, and within 2 seconds he will cancel it. It takes at least 15-25 mins for a ride to confirm after trying many times....... The drivers always expects that we I should rise the total fare by ?10-?20 or more.... which is totally unacceptable for me, as the fare on Ola are already high...... If anyone is in hurry or to get a ride in emergency, please do not go for a Ola, as they are never on time.",1,2026-03-25 00:00:00,248
Ola,"worst experience. you will wait for cab for 10 minutes if you're getting late and you cancel the ride,they will charge for cancellation. uber and rapido are the best service providers no competition",1,2026-03-25 00:00:00,162
Ola,very worst by app as well as service.. don't buy ola bikes because no one tell you the truth always fake commitment they're given,1,2026-03-25 00:00:00,234
Ola,worst experience ever. i forgot my belongings in cab and driver is not picking call neither ola support is responsive. shall we file a case?,1,2026-03-25 00:00:00,118
Ola,"Not all, but some drivers are demanding extra money, not just 20,30 but 150 or 200 extra. even if review and complaint is registered no action has been taken.",3,2026-03-25 00:00:00,69
Ola,blind can not use this app talkback not working,3,2026-03-25 00:00:00,74
Ola,"it's getting worse day by day as many rides are available which is shown on the app but then also drivers refuse to accept the ride. this is same for auto, bike and Mini. Many driver books and then declined the ride and there is nothing for which they can take action against them. People need the ride in an emergency as well but such kind of service is the worst. The support team didn't provide any support At least 6 rides have declined by the rider out of 6. Absolutely pathetic service.",1,2026-03-25 00:00:00,162
Ola,cab driver jayadatar ride cancel karte rehte hain jis se log time se nahi pahunch paate aur out of station jaate hain to jo app mein fare aata hai usse jayada charge karte hain aur agar cab driver ride cancel karta hai to Ola app wale cancellation charges bhi customer se lete hain. ekdum ghatiya app hai.,1,2026-03-25 00:00:00,276
Ola,I am uninstalling this app now. there is no emergency support. plus you guys charge incorrectly. most of the drivers have zero sense of how to talk to customers. in this fast going generation you guys think people have time to drop the support id a mail. not at all user friendly there no customer support service 24/7. where will the customer look out when in trouble. when you provide 24/7 cab services you should also have 24/7 customer support. AI or auto response won't be helpful all the time.,1,2026-03-25 00:00:00,82
Ola,"I don't think they even deserve 1 Star now. 1. Only Pre written messages come through their Support. 2. I could never use my credit card in this app. UBER is seriously THE BEST in this case. Ola needs to upgrade and update themselves. Only one message ""SOMETHING WENT WRONG"" and then Try again and pay online for easy payment so that you don't need to pay Cash to the driver. 3. The whole journey you will just sit with your mobile figuring out what can we do to pay through credit card.",1,2026-03-25 00:00:00,164
Ola,all great service,5,2026-03-25 00:00:00,226
Ola,aap is very nice,5,2026-03-25 00:00:00,100
Ola,The worst ever app for cab services. The drivers are very worst. Once a driver fight in the middle of street and demanded extra cash. Which I was forced to pay. And I raised complain also but ola support team closed the ticket without any discussion and investigation. This proves that how much ola cares for their customers. Ola is not capable of even 1 star. This was the my last ride of ola. Bye bye ola,1,2026-03-25 00:00:00,231
Ola,Best,4,2026-03-25 00:00:00,126
Ola,"Most drivers ask for extra money. I believe Ola is already aware of this issue, as many customers have faced it and reported it. However, it seems that you have not taken any effective action. I think this is one of the reasons why people are choosing regional services over Ola. I hope you will address this issue before it’s too late.",4,2026-03-25 00:00:00,252
Ola,your various drivers cant able to find out location and cancelled booking,1,2026-03-25 00:00:00,195
Ola,Aaj mujhe Kya book karne ki jarurat padi to maine ola khola Kya Meri book ho rahi thi 330 ki driver Ne mere Ko phone karke kaha ki 800 doge to jaunga Aaj maine usse poochha iska kya matlab to usne call Kat Diya aur jab Maine dobara use phone kiya to akad ke mere per pada aur bolata Hai Main nahin jaunga tere ko jo karna hai kar le aise to ola ki driver hai,1,2026-03-25 00:00:00,94
Ola,Ride complete hone ke baad fare 40 to 50 Rupee extra badha deta hai.,1,2026-03-25 00:00:00,166
Ola,"The trusted Ola app has lost its charm. The drivers are rash and arrogant. There is no scrutiny on quality of drivers. The cancellations are rampant and common cause is inability of the drivers to read the destination. Many low intellectuals, uneducated and Ill mannered are part of the squad, demanding only cash.",1,2026-03-24 00:00:00,265
Ola,ola Driver demanded extra cash,1,2026-03-24 00:00:00,240
Ola,larz payment,5,2026-03-24 00:00:00,173
Ola,"Deducted the parcel booking amount in advance but ride cancel no update no support no refund, cant raise a ticket and there is no support its navigating back to rides. complete scam drivers asks for higher fare, cancels bookings.",1,2026-03-24 00:00:00,230
Ola,Good. Honest driver in patna,5,2026-03-24 00:00:00,127
Ola,please indian been this app,1,2026-03-24 00:00:00,207
Ola,"Dont Install, fraud app. I was just scammed by the app where an coupon code was applied by me before booking the cab, and upon completing the journey the coupon code suddenly vanished and I was made to pay double the fare I was shown before booking. even after sharing screenshot about the offer to the grievance team they didnt even acknowledge the images and just said that the fare was what I paid. totally waste app. dont install",1,2026-03-24 00:00:00,85
Ola,worst application,1,2026-03-24 00:00:00,196
Ola,"Worst app.... When we calls drivers it shares our personal no with driver which is very unsafe...zero Customer support, customer cannot complain in this app no option provided. Driver everyday demands extra money but this app while app shows 300 they demands 500 as per meter they literally harras customer but this ola and this app nothing to do with it... they should shut this app ....",1,2026-03-24 00:00:00,73
Ola,nice by,5,2026-03-24 00:00:00,213
Ola,"driver cancelled ride but ola charged me for cancellation. had 3 times this experience, worst company.",1,2026-03-24 00:00:00,207
Ola,nice,5,2026-03-24 00:00:00,71
Ola,"I booked a cab. Almost immediately after the ride was confirmed, the driver called my personal number. Instead of moving toward my location, he aggressively informed me that I would have to wait for over 30 minutes due to traffic. Since I was already running late, I cancelled the ride immediately so I could find an alternative mode of transport. Now the driver is calling me multiple times abusing and giving death threats for me and my family. please take immediate action and terminate the driver",1,2026-03-24 00:00:00,240
Ola,"fraud - dont buy any insurance from their app. neither they are issuing policy not refunding anything. total fraud. I have already lost 4999/- daylight robbery. helpdesk useless and doing time pass. had to give one star here as there is no other option below it. i'm filing complaint with IRDA, cyber police, stock exchange, SEBI, etc.",1,2026-03-24 00:00:00,154
Ola,Always atleast 20% costlier than other apps,1,2026-03-24 00:00:00,247
Ola,very worst experience with Ola,1,2026-03-24 00:00:00,60
Ola,not accept rides always,1,2026-03-24 00:00:00,95
Ola,one of the worst app drivers demand more amount than the given fair . totally waste,1,2026-03-24 00:00:00,173
Ola,nice driving,5,2026-03-24 00:00:00,215
Ola,value For Money,5,2026-03-24 00:00:00,86
Ola,My last ride from Pune station the driver denied to go by app rates instead took charge as per meter left with no option I even payed extra he denied for A/C.. why is Ola quite why don't they cancel the ID for such drivers for not following app rates....customer have to face such issues and pay extra every time in pune.. is Ola giving the refund for the extra amount?????? worst experience,1,2026-03-24 00:00:00,75
Ola,nice ????,5,2026-03-24 00:00:00,93
Ola,bad,1,2026-03-24 00:00:00,249
Ola,"Pathetic. Dark patterns around Ola postpaid. They keep pushing Ola postpaid sneakily and before I realise it, post paid is the mode of pay and now I can't even change it during the ride. Later, Mails sent as follow up for payment of dues that, the payemnt link is broken. I mean who is designing your products? Why are they so bad?? Ola electric equally pathetic. Abysmal.",1,2026-03-24 00:00:00,92
Ola,very nice ??,5,2026-03-24 00:00:00,125
